2007-03-05, 18:20,-7.5,0,11.7,3.1,11.7,3.2,10.1,3.1,10.4,3.1,9.1,3.2,311,15.9,305.7,19.7,303.7,24.5,11.7,10.4
2007-03-05, 18:30,-7.8,0.1,11.2,2.7,11.1,2.7,9.5,2.6,9.5,2.7,8,2.7,309.7,18.9,303.9,22.5,302,25.6,11.2,9.5
2007-03-05, 18:40,-7.9,0,12.3,2.5,12.2,2.5,10.8,2.7,10.9,2.8,9.3,2.8,305.9,13.9,301.2,18.1,301.2,24.5,12.3,10.9
2007-03-05, 18:50,-8.1,0,10.5,2.6,10.4,2.6,8.7,2.8,8.7,2.7,7.7,2.7,305.9,19.7,302.6,24.5,302.2,24.5,10.5,8.7
2007-03-05, 19:00,-8.2,0,10,2.7,9.9,2.7,8.7,2.7,8.7,2.7,7.6,2.6,307.6,16.6,300.6,20.6,304.3,23.5,10,8.7
2007-03-05, 19:10,-8.4,0,9.2,2.8,9.1,2.8,7.7,2.7,7.9,2.7,6.7,2.6,310.1,16.6,304.9,22.5,306.6,25.6,9.2,7.9
2007-03-05, 19:20,-8.4,0,10,2.8,10,2.9,8.4,3.1,8.6,3.1,7.4,2.8,308.4,18.9,304.5,21.5,303.5,25.6,10,8.6
2007-03-05, 19:30,-8.4,0,9.7,2.4,9.7,2.4,8.5,2.4,8.5,2.4,7.4,2.4,309.7,15.2,302.4,18.1,300.8,21.5,9.7,8.5
2007-03-05, 19:40,-8.4,0,-989,-989,-989,-989,-989,-989,-989,-989,9.5,4,307,14.6,303.9,18.9,305.3,21.5,-989,-989
2007-03-05, 19:50,-8.7,0.1,10.7,3.1,10.6,3.1,9.1,3.1,9.2,3.1,7.8,2.9,306.2,14.6,301.2,18.9,301.8,23.5,10.7,9.2
2007-03-05, 20:00,-8.8,0,11.8,2.4,11.8,2.5,10.1,2.6,10.3,2.7,8.8,2.7,307.8,15.2,302.6,18.9,303.7,23.5,11.8,10.3
2007-03-05, 20:10,-8.8,0.1,9.5,2.4,9.5,2.4,8,2.4,8.1,2.5,7.1,2.4,310.7,13.4,304.9,19.7,305.1,22.5,9.5,8.1
2007-03-05, 20:20,-8.9,0,9.4,2.9,9.4,3.1,8,2.9,8,2.9,7.1,2.8,313.7,17.3,309.1,20.6,308.4,24.5,9.4,8
2007-03-05, 20:30,-9,0,10.8,2.5,10.8,2.6,9.4,2.5,9.4,2.5,8.2,2.5,311.8,13.9,305.7,17.3,306.2,21.5,10.8,9.4
2007-03-05, 20:40,-9.1,0.1,12.4,2.8,12.4,2.8,10.9,2.9,10.9,2.9,9.6,2.9,300.8,15.2,295,18.1,296.8,22.5,12.4,10.9
2007-03-05, 20:50,-9.4,0.1,13.3,3.3,13.3,3.3,11.6,3.3,11.7,3.3,10.1,3.2,308,15.2,303.5,18.9,305.7,23.5,13.3,11.7
2007-03-05, 21:00,-9.5,0,13.1,2.9,13.2,3.1,11.3,3.3,11.4,3.3,9.9,3.3,310.7,14.6,303.7,19.7,305.3,25.6,13.2,11.4
2007-03-05, 21:10,-9.8,0,12.8,2.9,12.8,2.9,11.1,3.2,11.2,3.3,9.8,3.2,307.4,16.6,302.2,18.9,303.5,19.7,12.8,11.2
2007-03-05, 21:20,-10,0,13.6,3.1,13.5,3.1,12,3.1,11.9,3.1,10.5,3.2,306.6,15.2,303.7,18.1,304.5,22.5,13.6,12
2007-03-05, 21:30,-10.1,0,13.6,3.5,13.6,3.5,12.1,3.8,12.2,3.8,10.5,3.8,308.9,14.6,303.9,18.1,303.7,22.5,13.6,12.2
2007-03-05, 21:40,-10.2,0,15,3.8,14.9,3.8,12.9,3.8,13,3.8,11.3,3.8,312.9,14.6,307.6,18.9,307.2,24.5,15,13
2007-03-05, 21:50,-10.3,0,16,3.6,15.8,3.8,13.9,3.8,14,3.8,12.1,3.8,309.9,15.2,305.3,18.1,305.5,23.5,16,14
2007-03-05, 22:00,-10.5,0.1,13.5,2.9,13.6,3.1,11.8,3.1,12,3.2,10.3,3.2,315.2,15.2,308.4,18.9,307.4,23.5,13.6,12
2007-03-05, 22:10,-10.6,0,13.6,3.2,13.6,3.2,11.7,3.3,11.9,3.5,10.3,3.2,310.1,14.6,307.4,18.1,309.3,21.5,13.6,11.9
2007-03-05, 22:20,-10.7,0,10.7,2.4,10.7,2.4,9.2,2.4,9.3,2.5,8.2,2.2,313.3,16.6,310.1,20.6,312,22.5,10.7,9.3
2007-03-05, 22:30,-10.9,0,13.1,3.5,13.1,3.6,11.6,3.3,11.6,3.5,10.1,3.3,316.5,15.9,309.9,17.3,311.8,23.5,13.1,11.6
2007-03-05, 22:40,-11,0,11.9,2.9,11.8,3.1,10.2,2.9,10.3,3.1,8.8,2.9,314.8,14.6,309.7,17.3,310.7,21.5,11.9,10.3
2007-03-05, 22:50,-11.2,0,12.9,3.2,12.9,3.2,11.1,3.2,11.2,3.2,9.8,3.1,315.4,15.2,311.6,18.1,312.4,22.5,12.9,11.2
2007-03-05, 23:00,-11.4,0,12.8,2.8,12.8,2.9,11.1,2.8,11.2,2.8,9.7,2.8,315.4,15.2,309.9,19.7,310.3,20.6,12.8,11.2
2007-03-05, 23:10,-11.5,0,12.3,3.6,12.1,3.6,10.5,3.2,10.6,3.2,9.1,3.1,315.4,16.6,310.1,23.5,307.6,22.5,12.3,10.6
2007-03-05, 23:20,-11.6,0,13.1,3.6,13.1,3.6,11.6,3.6,11.7,3.6,10.1,3.5,318.4,16.6,311.6,20.6,311.4,23.5,13.1,11.7
2007-03-05, 23:30,-11.7,0,11.7,3.3,11.8,3.2,10.2,3.2,10.4,3.2,9.1,2.9,314.8,16.6,311,18.9,312.9,23.5,11.8,10.4
2007-03-05, 23:40,-11.8,0,12.8,2.9,12.7,2.9,11.1,2.9,11.1,2.9,9.8,2.9,314.1,15.2,309.7,18.9,310.3,22.5,12.8,11.1
2007-03-05, 23:50,-11.9,0,12.3,3.3,12.3,3.3,10.5,3.2,10.7,3.2,9.1,3.1,312.9,16.6,308.4,22.5,309.7,25.6,12.3,10.7
2007-03-06, 00:00,-12.1,0,14,2.9,13.8,3.1,11.9,2.9,12,2.9,10.1,2.8,313.3,15.9,307.4,18.9,305.9,23.5,14,12
2007-03-06, 00:10,-12.2,0,15.1,3.5,15,3.5,13,3.5,13,3.6,11.1,3.6,311,15.9,305.5,19.7,305.7,22.5,15.1,13
2007-03-06, 00:20,-12.3,0,14.4,3.6,14.3,3.5,12.5,3.3,12.5,3.3,10.5,3.3,307,15.2,305.1,18.9,305.1,22.5,14.4,12.5
2007-03-06, 00:30,-12.5,0,15,3.3,14.9,3.5,13,3.5,13.1,3.6,11.3,3.6,310.7,12.8,305.7,17.3,306.4,21.5,15,13.1
2007-03-06, 00:40,-12.7,0.1,13.5,3.1,13.5,3.1,11.4,3.2,11.5,3.2,9.8,3.1,310.3,14.6,306.8,18.9,308.2,22.5,13.5,11.5
2007-03-06, 00:50,-12.8,0,15.4,3.1,15.3,3.2,13.7,3.3,13.7,3.3,12,3.3,308.6,13.4,303.9,17.3,302.4,22.5,15.4,13.7
2007-03-06, 01:00,-12.9,0,15.7,3.6,15.6,3.8,13.4,3.6,13.4,3.8,11.5,3.6,313.3,14.6,308.4,18.9,311.4,25.6,15.7,13.4
2007-03-06, 01:10,-13.1,0.1,14.6,3.2,14.5,3.2,12.4,3.2,12.4,3.2,10.7,3.2,312.9,15.9,308.2,21.5,307.8,23.5,14.6,12.4
2007-03-06, 01:20,-13.3,0,15.5,4,15.4,4,13.5,4,-989,-989,11.7,3.8,311.2,15.9,307.6,21.5,307.6,22.5,15.5,13.5
2007-03-06, 01:30,-13.6,0,-989,-989,-989,-989,-989,-989,-989,-989,-989,-989,312,16.6,305.7,20.6,307,22.5,-989,-989
2007-03-06, 01:40,-13.8,0,12.8,3.1,12.7,3.1,11.1,3.2,11.1,3.2,9.6,3.2,311.2,19.7,304.5,19.7,307.4,23.5,12.8,11.1
2007-03-06, 01:50,-14,0.1,12.6,3.5,12.6,3.5,10.9,3.3,11,3.3,9.5,3.2,313.3,15.9,309.1,18.9,309.5,20.6,12.6,11
2007-03-06, 02:00,-14.3,0.1,11.8,4,11.8,4,10.2,3.6,10.3,3.6,9,3.3,316.7,18.9,312.9,22.5,313.9,27.9,11.8,10.3
2007-03-06, 02:10,-14.5,0,10.5,3.2,10.4,3.3,8.9,3.1,9.1,3.2,8,2.9,313.9,20.6,307.8,24.5,310.7,24.5,10.5,9.1
2007-03-06, 02:20,-14.7,0.1,11.4,3.3,11.4,3.3,9.9,3.2,10,3.3,8.7,3.2,317.8,20.6,312,23.5,311.6,26.7,11.4,10
2007-03-06, 02:30,-15,0,9.1,3.2,9.1,3.3,8,2.9,8.1,3.1,7.2,2.6,317.8,23.5,315.4,26.7,317.5,27.9,9.1,8.1
2007-03-06, 02:40,-15.3,0.1,10.6,2.9,10.6,3.1,9.1,2.8,9.2,2.9,7.9,2.8,319.3,19.7,314.1,22.5,315.6,24.5,10.6,9.2
2007-03-06, 02:50,-15.5,0,12,3.1,12.1,3.2,10.6,3.1,10.8,3.1,9.6,3.1,313.5,16.6,308.4,19.7,312,22.5,12.1,10.8
2007-03-06, 03:00,-15.9,0.1,9.7,3.1,9.5,3.1,8.1,2.8,8.1,2.8,7.1,2.5,316.7,19.7,312,26.7,312.4,25.6,9.7,8.1
2007-03-06, 03:10,-16.2,0.1,10,2.6,10,2.7,8.7,2.8,8.7,2.8,7.8,2.9,310.3,17.3,305.3,18.9,306.8,21.5,10,8.7
2007-03-06, 03:20,-16.6,0,10.4,2.7,10.4,2.7,9.2,2.8,9.2,2.8,8.1,2.8,312,17.3,307,18.9,307.8,23.5,10.4,9.2
2007-03-06, 03:30,-17,0.1,11.1,3.3,11,3.3,9.4,3.3,9.5,3.5,8.1,3.1,307.6,18.9,303.1,22.5,303.5,25.6,11.1,9.5
2007-03-06, 03:40,-17.2,0.1,14.3,3.2,14.2,3.3,12.6,3.3,12.6,3.5,11,3.6,310.7,15.2,305.9,17.3,305.3,23.5,14.3,12.6
2007-03-06, 03:50,-17.6,0,14.8,3.2,14.7,3.3,13.1,3.2,13.2,3.3,11.5,3.2,315.6,16.6,307.6,17.3,308,21.5,14.8,13.2
2007-03-06, 04:00,-17.9,0.1,13.6,3.2,13.6,3.2,11.6,3.1,11.7,3.2,10,2.9,314.3,15.9,308.2,18.9,307.6,23.5,13.6,11.7
2007-03-06, 04:10,-18.2,0,14.5,3.5,14.4,3.5,12.7,3.5,12.8,3.3,11.3,3.2,313.9,15.9,309.9,18.1,312.9,21.5,14.5,12.8
2007-03-06, 04:20,-18.5,0.1,13.6,3.6,13.5,3.8,11.4,3.5,11.6,3.6,10,3.6,316.3,15.9,311,18.9,311.2,22.5,13.6,11.6
2007-03-06, 04:30,-18.8,0,11.9,3.5,11.8,3.6,10.3,3.3,10.4,3.2,9.2,3.3,318.4,18.9,314.8,23.5,316,25.6,11.9,10.4
2007-03-06, 04:40,-19,0.1,10.6,3.2,10.4,3.2,9.4,3.1,9.5,3.1,8.5,3.1,316.5,20.6,314.1,21.5,316.9,23.5,10.6,9.5
2007-03-06, 04:50,-19.3,0,10.6,2.3,10.6,2.4,9.3,2.3,9.4,2.4,8.5,2.5,321,16.6,315.2,20.6,316,21.5,10.6,9.4
2007-03-06, 05:00,-19.5,0.1,8.6,3.3,8.6,3.3,7.6,3.2,7.7,3.2,6.8,2.9,315.2,16.6,310.5,20.6,314.1,24.5,8.6,7.7
2007-03-06, 05:10,-19.7,0.1,9.2,3.6,9,3.5,8,3.3,8,3.3,7.1,3.2,314.1,22.5,310.5,24.5,310.1,31.8,9.2,8
2007-03-06, 05:20,-20.2,0.1,11.8,3.8,11.6,4,10.2,3.6,10.4,3.8,9,3.3,317.1,17.3,311,20.6,311.8,23.5,11.8,10.4
2007-03-06, 05:30,-20.5,0.1,14.8,3.3,14.7,3.5,13,3.5,13.1,3.6,11.3,3.5,313.1,14.6,307.4,19.7,307.8,20.6,14.8,13.1
2007-03-06, 05:40,-20.8,0.1,11.8,3.6,11.6,3.8,10.2,3.5,10.2,3.5,9.1,3.5,307.2,17.3,303.5,19.7,307,22.5,11.8,10.2
2007-03-06, 05:50,-20.9,0,9,2.7,9,2.7,7.8,2.7,7.8,2.7,6.8,2.7,311.2,19.7,304.3,23.5,306.2,31.8,9,7.8
2007-03-06, 06:00,-21.2,0.1,10.9,2.7,10.9,2.8,9.7,2.6,9.8,2.7,8.6,2.7,314.1,19.7,310.5,21.5,312.9,25.6,10.9,9.8
2007-03-06, 06:10,-21.4,0.1,8.2,2.3,8.1,2.3,7.1,2.4,7.1,2.5,6.5,2.4,322.1,23.5,316,24.5,316,26.7,8.2,7.1
2007-03-06, 06:20,-21.6,0,7.5,2,7.4,2.1,6.5,2.2,6.6,2.2,5.8,2.1,320.1,18.1,314.8,21.5,314.3,25.6,7.5,6.6
2007-03-06, 06:30,-21.6,0.1,7.9,3.1,7.9,3.1,7,2.9,7,2.8,6,2.7,310.1,20.6,302.2,22.5,304.1,26.7,7.9,7
2007-03-06, 06:40,-21.8,0.1,-989,-989,-989,-989,9,4,9.2,4,8.1,3.6,318.6,17.3,312.6,20.6,313.1,24.5,-989,9.2
2007-03-06, 06:50,-21.9,0.1,9.7,2.7,9.8,2.7,8.8,2.8,8.9,2.8,8,2.7,315.6,20.6,313.9,21.5,314.8,23.5,9.8,8.9
2007-03-06, 07:00,-21.9,0.1,6.6,3.1,6.5,2.9,5.6,3.1,5.6,3.1,4.8,2.9,317.8,26.7,311.4,31.8,313.5,36.2,6.6,5.6
2007-03-06, 07:10,-21.9,0.1,8,2.7,8,2.7,7.2,2.6,7.3,2.7,6.6,2.6,318.4,24.5,313.7,27.9,313.5,30.4,8,7.3
2007-03-06, 07:20,-21.9,0.1,7,2.4,6.8,2.5,6.2,2.4,6.2,2.4,5.6,2.3,318,23.5,311,27.9,311.8,29.1,7,6.2
2007-03-06, 07:30,-21.8,0.1,7.7,2.9,7.6,3.1,6.7,3.1,6.8,2.9,6.1,2.9,322.3,26.7,317.5,33.2,319.3,36.2,7.7,6.8
2007-03-06, 07:40,-21.8,0.1,9.6,2.9,9.5,2.9,8.3,2.9,8.4,2.9,7.2,2.7,318.4,19.7,313.9,23.5,311.6,25.6,9.6,8.4
2007-03-06, 07:50,-21.8,0.1,11.2,3.1,11.2,3.2,9.6,2.9,9.8,2.9,8.5,2.8,316.9,17.3,313.5,21.5,313.7,24.5,11.2,9.8
2007-03-06, 08:00,-21.7,0.1,11.9,3.1,11.7,3.3,10.4,3.1,10.6,3.1,9.1,3.1,315.8,15.2,312,18.9,312.4,22.5,11.9,10.6
2007-03-06, 08:10,-21.5,0,11.1,3.8,10.9,3.8,9.7,3.5,9.8,3.6,8.8,3.5,317.5,22.5,312.6,30.4,315.6,29.1,11.1,9.8
2007-03-06, 08:20,-21.5,0,13.2,3.5,13.1,3.6,11.9,3.5,12,3.5,10.5,3.5,323.8,18.9,316.5,18.9,318.2,20.6,13.2,12
2007-03-06, 08:30,-21.5,0.1,-989,-989,-989,-989,11.4,3.6,11.4,3.8,10.1,3.5,323.2,17.3,318.6,20.6,319.7,22.5,-989,11.4
2007-03-06, 08:40,-21.1,0.1,11.5,3.5,11.6,3.6,10,3.3,10.1,3.5,9,3.1,323.4,19.7,319.9,20.6,318,23.5,11.6,10.1
2007-03-06, 08:50,-20.8,0.1,13.5,3.2,13.5,3.3,11.8,3.3,11.9,3.3,10.5,3.2,322.7,14.6,317.3,18.9,318,21.5,13.5,11.9
2007-03-06, 09:00,-20.5,0.1,11.7,2.6,11.8,2.7,10.6,2.7,10.7,2.7,9.6,2.6,321.2,17.3,319.3,18.1,319.5,20.6,11.8,10.7
2007-03-06, 09:10,-20.1,0.1,10.5,3.3,10.4,3.3,9.4,3.2,9.3,3.2,8.3,3.1,314.3,18.1,308.4,18.9,311.8,24.5,10.5,9.4
2007-03-06, 09:20,-19.9,0.2,9.3,2.9,9.2,2.9,7.9,2.9,8,2.9,7,2.7,316.9,19.7,313.7,22.5,316,25.6,9.3,8
2007-03-06, 09:30,-19.7,0.1,11.7,3.1,11.7,3.2,10.3,2.9,10.4,2.9,9.2,3.1,316.7,15.2,313.5,17.3,314.3,20.6,11.7,10.4
2007-03-06, 09:40,-19.6,0.2,11.7,3.2,11.7,3.2,10.1,3.3,10.3,3.2,9.1,3.2,316.5,18.9,310.5,20.6,310.5,22.5,11.7,10.3
2007-03-06, 09:50,-19.9,0.1,13.7,3.6,13.7,3.6,11.5,3.6,11.7,3.6,10.3,3.6,320.1,20.6,314.3,19.7,315,22.5,13.7,11.7
2007-03-06, 10:00,-19.5,0.2,12.9,3.2,12.6,3.2,11,3.3,11,3.3,9.4,3.3,317.8,17.3,312,19.7,312.4,23.5,12.9,11
2007-03-06, 10:10,-19.4,0.1,12.9,3.2,12.9,3.2,11.3,2.9,11.4,2.9,10,2.9,320.8,15.9,316.9,19.7,318.2,21.5,12.9,11.4
2007-03-06, 10:20,-19,0.2,11.5,2.7,11.5,2.8,10,2.9,10.1,2.9,9.1,2.8,321.4,18.1,318.8,21.5,319.5,23.5,11.5,10.1
2007-03-06, 10:30,-18.7,0.1,13.6,3.1,13.4,3.1,12,3.3,12,3.3,10.4,3.2,312.6,13.9,305.7,16.6,305.9,18.9,13.6,12
2007-03-06, 10:40,-18.3,0.1,12.2,3.3,12.2,3.5,10.7,3.5,10.7,3.5,9.4,3.3,312.9,17.3,306.4,21.5,308.2,20.6,12.2,10.7
2007-03-06, 10:50,-18.5,0.2,13.3,3.3,13.3,3.3,12,3.3,12.1,3.3,11,3.3,325.2,15.9,320.1,18.1,320.1,21.5,13.3,12.1
2007-03-06, 11:00,-18.5,0.2,12,3.1,11.9,3.1,10.4,2.9,10.5,2.9,9.3,2.9,325.8,17.3,322.1,25.6,322.1,22.5,12,10.5
2007-03-06, 11:10,-18,0.2,11.1,3.3,11.2,3.5,9.6,3.2,9.8,3.2,8.6,2.9,318.4,18.1,313.1,23.5,315.6,24.5,11.2,9.8
2007-03-06, 11:20,-17.7,0,9.8,2.9,9.7,2.9,8.6,2.9,8.6,2.8,7.6,2.7,320.8,18.9,317.1,20.6,317.1,24.5,9.8,8.6
2007-03-06, 11:30,-17.8,0.1,11.4,3.3,11.3,3.5,10,3.3,10.1,3.3,8.8,3.2,316.5,20.6,311.4,19.7,310.7,23.5,11.4,10.1
2007-03-06, 11:40,-17.9,0.2,10.9,3.2,10.9,3.3,9.7,3.1,9.8,3.2,9,3.1,323,18.1,319.1,21.5,323,26.7,10.9,9.8
2007-03-06, 11:50,-17.6,0.2,11.3,3.6,11.2,3.8,9.7,3.6,9.8,3.6,8.7,3.5,321.4,17.3,316.5,20.6,317.5,22.5,11.3,9.8
2007-03-06, 12:00,-17.3,0.2,10.3,3.5,10.3,3.5,9.3,3.5,9.3,3.5,8.5,3.1,323,22.5,319.7,25.6,321.7,24.5,10.3,9.3
2007-03-06, 12:10,-17.1,0.3,9.3,3.2,9.4,3.3,8.4,3.1,8.6,3.2,7.7,2.9,323,20.6,315.8,23.5,317.1,25.6,9.4,8.6
2007-03-06, 12:20,-16.9,0.3,10.4,3.2,10.4,3.3,9.3,3.2,9.3,3.2,8.4,3.3,323,20.6,316.5,23.5,318.4,25.6,10.4,9.3
2007-03-06, 12:30,-17.3,0.2,11.1,3.6,11.1,3.6,9.9,3.5,10,3.6,9.1,3.3,325.2,16.6,318.4,22.5,320.6,23.5,11.1,10
2007-03-06, 12:40,-16.4,0.2,9.5,2.9,9.4,3.1,8.2,2.8,8.2,2.8,7.3,2.7,322.5,18.1,316.5,23.5,318.8,25.6,9.5,8.2
2007-03-06, 12:50,-16.7,0.2,10.9,2.9,11,3.1,9.7,3.1,9.7,3.1,8.9,2.9,326.9,18.1,319.7,23.5,323.4,21.5,11,9.7
2007-03-06, 13:00,-16.6,0.1,12.3,2.6,12.3,2.7,10.7,2.7,10.9,2.8,9.7,2.6,326.5,14.6,321.4,15.9,323.4,21.5,12.3,10.9
2007-03-06, 13:10,-16.3,0.1,11.1,2.9,11.1,3.1,9.9,3.1,10.1,3.1,9.2,2.9,324.3,16.6,319.5,18.9,320.1,21.5,11.1,10.1
2007-03-06, 13:20,-15.7,0.4,9.6,2.9,9.6,2.9,8.3,2.8,8.4,2.9,7.4,3.1,316.9,19.7,314.1,23.5,314.6,26.7,9.6,8.4
2007-03-06, 13:30,-15.3,0.1,9.8,2.5,9.7,2.5,8.8,2.4,8.8,2.4,7.6,2.4,321.9,20.6,317.3,22.5,320.4,23.5,9.8,8.8
2007-03-06, 13:40,-14.9,0.1,9.1,2.5,9.1,2.5,7.8,2.4,8,2.4,7,2.3,319.5,18.9,318,22.5,319.9,25.6,9.1,8
2007-03-06, 13:50,-15,0.1,8.1,2.7,8,2.7,7.3,2.6,7.3,2.6,6.6,2.4,316.5,23.5,311.6,26.7,313.9,29.1,8.1,7.3
2007-03-06, 14:00,-14.7,0.2,10.4,2.9,10.4,3.1,9.3,2.9,9.3,2.9,8.2,2.9,309.1,18.1,304.5,22.5,303.3,25.6,10.4,9.3
2007-03-06, 14:10,-15,0,10,2.4,10,2.5,8.9,2.6,9,2.6,8,2.6,315.4,18.1,312,24.5,312.6,21.5,10,9
2007-03-06, 14:20,-14.6,0.2,10.9,3.6,10.9,3.6,9.8,3.3,9.8,3.5,8.7,3.2,311.4,17.3,306.4,18.9,307,23.5,10.9,9.8
2007-03-06, 14:30,-15,0.2,11.6,2.8,11.7,2.8,10,2.8,10.1,2.8,8.9,2.8,312.6,20.6,307,21.5,309.9,25.6,11.7,10.1
2007-03-06, 14:40,-15,0,12.8,3.6,12.7,3.6,10.9,3.6,10.8,3.6,9.5,3.3,311,17.3,307,22.5,309.3,24.5,12.8,10.9
2007-03-06, 14:50,-15,0,11.8,2.7,11.7,2.8,10.2,2.9,10.3,2.9,9,2.7,317.3,18.1,311.6,22.5,311.6,23.5,11.8,10.3
2007-03-06, 15:00,-14.9,0.2,12.2,3.3,12.3,3.6,10.8,3.5,10.9,3.6,9.5,3.6,315.4,12.8,309.9,18.1,310.3,21.5,12.3,10.9
2007-03-06, 15:10,-15.1,0.2,12.4,2.8,12.4,2.9,10.7,2.9,10.9,2.8,9.3,2.8,316.9,14.6,313.3,18.1,314.8,20.6,12.4,10.9
2007-03-06, 15:20,-15.2,0.1,13.3,2.7,13.1,2.7,11.4,2.8,11.6,2.8,10.2,2.9,316.7,15.2,311.4,18.1,312.6,20.6,13.3,11.6
2007-03-06, 15:30,-15.3,0.1,11.5,2.9,11.5,3.1,9.8,3.2,10,3.2,8.8,2.8,314.1,15.2,308.4,18.9,311,20.6,11.5,10
2007-03-06, 15:40,-15.3,0.2,12.6,3.6,12.6,3.6,11.1,3.5,11.2,3.5,9.6,3.3,311.6,15.2,307.2,18.1,307.6,20.6,12.6,11.2
2007-03-06, 15:50,-15.4,0.1,11.1,3.2,11,3.3,9.9,3.2,9.9,3.3,8.6,3.1,313.1,13.9,306.6,18.1,310.5,26.7,11.1,9.9
2007-03-06, 16:00,-15.5,0,11.8,2.9,11.9,2.9,10.4,2.9,10.4,2.9,9,2.8,315.4,14.6,311.8,21.5,313.7,20.6,11.9,10.4
2007-03-06, 16:10,-15.8,0.2,13,3.2,13,3.3,11.4,3.5,11.6,3.5,10.4,3.5,320.1,15.9,315.6,18.9,315.4,20.6,13,11.6
2007-03-06, 16:20,-16.1,0,12.4,2.9,12.4,3.1,10.7,2.8,10.8,2.8,9.3,2.7,319.5,15.9,315.2,17.3,316.9,20.6,12.4,10.8
2007-03-06, 16:30,-16.5,0.1,13.5,2.9,13.5,2.9,12,3.2,12.1,3.2,10.8,3.2,313.9,14.6,308.4,17.3,307.6,19.7,13.5,12.1
2007-03-06, 16:40,-16.5,0,9.3,2.5,9.4,2.5,8,2.6,8.1,2.7,7,2.6,318,18.1,313.1,20.6,313.3,23.5,9.4,8.1
2007-03-06, 16:50,-16.5,0,9.9,2.4,9.8,2.4,8.4,2.5,8.5,2.6,7.4,2.7,308.2,15.9,306.4,18.9,310.7,24.5,9.9,8.5
2007-03-06, 17:00,-16.7,0,13.9,3.1,13.8,3.1,11.9,3.1,11.9,3.1,10.3,2.9,314.6,13.9,308.6,18.1,308.9,20.6,13.9,11.9
2007-03-06, 17:10,-17,0.1,10.8,2.6,10.6,2.6,9.1,2.6,9.1,2.6,7.9,2.5,311.6,16.6,305.5,18.9,308.9,23.5,10.8,9.1
2007-03-06, 17:20,-17.2,0.1,11.4,2.6,11.1,2.7,9.7,2.7,9.8,2.7,8.3,2.6,310.7,15.2,305.9,18.1,307,19.7,11.4,9.8
2007-03-06, 17:30,-17.5,0.1,12.6,2.6,12.4,2.7,10.9,2.8,10.9,2.9,9.4,2.9,311.6,12.8,305.5,17.3,304.3,20.6,12.6,10.9
2007-03-06, 17:40,-17.7,0,12.7,2.9,12.6,2.9,11,3.1,10.9,3.1,9.6,3.1,314.3,16.6,308.2,18.9,310.5,21.5,12.7,11
2007-03-06, 17:50,-17.8,0,12.3,3.2,12.3,3.3,10.6,3.1,10.7,3.2,9.3,3.1,314.1,15.9,309.1,21.5,310.7,21.5,12.3,10.7
2007-03-06, 18:00,-18,0,11,3.2,10.8,3.3,9.3,3.3,9.4,3.3,8.1,3.2,313.7,17.3,308.6,19.7,310.7,20.6,11,9.4
2007-03-06, 18:10,-18,0.1,9.8,2.6,9.8,2.7,8.5,2.5,8.6,2.5,7.4,2.5,316.3,18.9,312.4,20.6,310.3,24.5,9.8,8.6
2007-03-06, 18:20,-18.1,0.1,8,2.6,7.9,2.6,6.9,2.7,6.9,2.7,6.1,2.5,317.3,20.6,311.4,27.9,312.6,27.9,8,6.9
2007-03-06, 18:30,-18.1,0.1,7.7,2.3,7.7,2.3,6.3,2.3,6.4,2.4,5.6,2.4,314.8,18.9,310.1,24.5,312.4,31.8,7.7,6.4
2007-03-06, 18:40,-18.1,0,8.3,2.8,8.3,2.8,7.3,2.8,7.5,2.8,6.7,2.8,310.1,19.7,305.1,29.1,303.9,27.9,8.3,7.5
2007-03-06, 18:50,-18.2,0,7.1,2.4,7.1,2.4,6.4,2.4,6.5,2.5,5.6,2.5,314.3,20.6,311.6,24.5,315.4,27.9,7.1,6.5
2007-03-06, 19:00,-18.4,0.1,5.9,2.7,6,2.7,5,2.6,5,2.6,4.4,2.4,316.3,29.1,311.6,36.2,315.4,34.6,6,5
2007-03-06, 19:10,-18.4,0.1,7.7,2.7,7.7,2.7,6.6,2.8,6.6,2.8,6,2.8,316.5,24.5,311.2,26.7,314.6,29.1,7.7,6.6
2007-03-06, 19:20,-18.5,0.1,8.3,2.4,8.3,2.4,7.1,2.3,7.2,2.3,6.2,2.2,317.8,17.3,312.4,21.5,311.4,24.5,8.3,7.2
2007-03-06, 19:30,-18.5,0.1,6.8,2.6,6.8,2.7,5.9,2.3,6,2.3,5.2,2.2,320.1,22.5,312.4,24.5,310.5,30.4,6.8,6
2007-03-06, 19:40,-18.6,0.1,5.9,2.2,5.9,2.2,4.8,2.1,4.8,2.1,4.2,2,319.1,30.4,314.3,33.2,317.3,41.2,5.9,4.8
2007-03-06, 19:50,-18.7,0,6.3,2,6.3,2.1,5.3,1.7,5.5,1.7,4.6,1.5,314.6,21.5,308.6,23.5,308.9,27.9,6.3,5.5
2007-03-06, 20:00,-18.7,0,6,1.9,6.1,1.9,5.4,2,5.4,2,4.7,2,320.1,20.6,316.7,27.9,316.3,26.7,6.1,5.4
2007-03-06, 20:10,-18.8,0.2,4.8,1.6,4.8,1.6,4.1,1.5,4,1.5,3.5,1.5,324.9,23.5,323,26.7,326,31.8,4.8,4.1
